序号,案件组ID,文书唯一ID,省份,城市,区县,发布机关,稽查机构,当事人名称,统一社会信用代码,法定代表人,文书类型,决定书文号,关联处理决定书文号,关联处罚决定书文号,主要违法事实,涉及税种,追缴税款金额,滞纳金金额,罚款金额,没收违法所得金额,处理或处罚结果,决定书作出日期,官方发布日期,第三方收录日期,首次发现日期,最后核验日期,公开完整度,来源级别,核验状态,官方原文链接,附件链接,备用来源链接,页面标题,页面当前状态,备注
43,CASE-183c0161a86cb188,DOC-b42ca490d19e80f1,广西壮族自治区,来宾市,,国家税务总局来宾市税务局第二稽查局,国家税务总局来宾市税务局第二稽查局,广西侯珏酒店有限公司,91451323MAK6QBE777,,税务处理决定书,来市税二稽处〔2026〕8号,来市税二稽处〔2026〕8号,来市税二稽罚〔2026〕6号,,,,,,,,,2026-08-05,,2026-08-07,2026-08-26,仅公告送达/仅文号线索,税务机关官网,已核验,https://guangxi.chinatax.gov.cn/laibin/tzgg_15610/tzgg_15611/202608/t20260806_438028.html,,,国家税务总局来宾市税务局第二稽查局 关于送达《税务处理决定书》、《税务行政处罚决定书》、《纳税缴费信用修复事项告知书》的公告_国家税务总局来宾市税务局,正常,Excel 与 CSV 历史数据已合并核对。
44,CASE-183c0161a86cb188,DOC-d238efe5d5ba0f2d,广西壮族自治区,来宾市,,国家税务总局来宾市税务局第二稽查局,国家税务总局来宾市税务局第二稽查局,广西侯珏酒店有限公司,91451323MAK6QBE777,,税务行政处罚决定书,来市税二稽罚〔2026〕6号,来市税二稽处〔2026〕8号,来市税二稽罚〔2026〕6号,,,,,,,,,2026-08-05,,2026-08-07,2026-08-26,仅公告送达/仅文号线索,税务机关官网,已核验,https://guangxi.chinatax.gov.cn/laibin/tzgg_15610/tzgg_15611/202608/t20260806_438028.html,,,国家税务总局来宾市税务局第二稽查局 关于送达《税务处理决定书》、《税务行政处罚决定书》、《纳税缴费信用修复事项告知书》的公告_国家税务总局来宾市税务局,正常,Excel 与 CSV 历史数据已合并核对。
40,CASE-2799cf13d16e48fa,DOC-4a944414e51221f4,广西壮族自治区,北海市,,国家税务总局北海市税务局,国家税务总局北海市税务局稽查局,北海市丰赢商贸有限公司,91450500MAEULQHG42,,税务处理决定书,北市税稽处〔2026〕16号,北市税稽处〔2026〕16号,,"况进行了检查,违法事实及处理决定如下: 行,无法核实你公司资金流情况,你公司存在虚开风险。 经查实,根据《国家税务总局关于纳税人虚开增值税专用发 经查实,根据《中华人民共和国城市维护建设税暂行条例》 经查实,根据《征收教育费附加的暂行规定》(国发〔1986〕 经查实,根据《广西壮族自治区人民政府关于印发广西壮 你公司所属期 2025 年 8 月未进行纳税申报,不缴或者少缴 三条第一款规定,对上述行为定性为偷税,向你公司追缴少缴的 对你公司少缴的税款从税款滞纳之日起至实际缴纳税款之日止 公司向下游企业虚开 9 份增值税电子专用发票(发票号码:",增值税、城市维护建设税、教育费附加、地方教育附加,512334.96,,,,"你公司所属期2025 年 8 月应补缴增值税465759.06 元。 司所属期2025 年 8 月应补缴纳城市维护建设税32603.13 元。 公司所属期 2025 年8 月应补缴纳教育费附加 13972.77 元。 第三条的规定,你公司所属期2025 年 8 月应补缴纳地方教育附",2026-08-03,2026-08-04,,2026-08-06,2026-08-26,完整文书,税务机关官网,已核验,https://guangxi.chinatax.gov.cn/beihai/tzgg_15227/tzgg_15228/202608/t20260806_437995.html,https://guangxi.chinatax.gov.cn/beihai/tzgg_15227/tzgg_15228/202608/P020260806323120509644.pdf,,【市稽查】国家税务总局北海市税务局稽查局税务文书送达公告(北海市丰赢商贸有限公司)_国家税务总局北海市税务局,附件正常,Excel 与 CSV 历史数据已合并核对。 字段“主要违法事实”已根据官方附件重新解析。 字段“处理或处罚结果”已根据官方附件重新解析。
47,CASE-b86ef2eaf21a5a7c,DOC-ff40d7c55beb9efe,广西壮族自治区,河池市,,国家税务总局河池市税务局第二稽查局,国家税务总局河池市税务局第二稽查局,广西槟咪科技有限公司,91451202MAK5F6YF55,,税务处理决定书,河市税二稽处〔2026〕13号,河市税二稽处〔2026〕13号,河市税二稽罚〔2026〕5号,,,,,,,,,2026-08-04,,2026-08-09,2026-08-26,仅公告送达/仅文号线索,税务机关官网,已核验,https://guangxi.chinatax.gov.cn/hechi/tzgg_15562/tzgg_15563/202608/t20260804_437923.html,https://guangxi.chinatax.gov.cn/hechi/tzgg_15562/tzgg_15563/202608/P020260807394855263353.doc,,国家税务总局河池市税务局第二稽查局税务文书送达公告(河市税二稽公告〔2026〕37号)_国家税务总局河池市税务局,附件正常,Excel 与 CSV 历史数据已合并核对。
48,CASE-b86ef2eaf21a5a7c,DOC-fde4cc39ffbd9be3,广西壮族自治区,河池市,,国家税务总局河池市税务局第二稽查局,国家税务总局河池市税务局第二稽查局,广西槟咪科技有限公司,91451202MAK5F6YF55,,税务行政处罚决定书,河市税二稽罚〔2026〕5号,河市税二稽处〔2026〕13号,河市税二稽罚〔2026〕5号,,,,,,,,,2026-08-04,,2026-08-09,2026-08-26,仅公告送达/仅文号线索,税务机关官网,已核验,https://guangxi.chinatax.gov.cn/hechi/tzgg_15562/tzgg_15563/202608/t20260804_437923.html,https://guangxi.chinatax.gov.cn/hechi/tzgg_15562/tzgg_15563/202608/P020260807396182992847.doc,,国家税务总局河池市税务局第二稽查局税务文书送达公告(河市税二稽公告〔2026〕37号)_国家税务总局河池市税务局,附件正常,Excel 与 CSV 历史数据已合并核对。
61,CASE-5fca9146290ec6d0,DOC-c9a1733ebf848289,江苏省,苏州市,,国家税务总局苏州市税务局第一稽查局,国家税务总局苏州市税务局第一稽查局,苏州欧朗建筑装饰材料有限公司,91320594069459661G,,税务处理决定书,苏州税一稽处〔2026〕168号,苏州税一稽处〔2026〕168号,,,,,,,,,,2026-08-04,,2026-08-15,2026-08-26,仅公告送达/仅文号线索,税务机关官网,已核验,https://jiangsu.chinatax.gov.cn/art/2026/8/4/art_9363_1768763.html,,,国家税务总局江苏省税务局网站 通知公告 国家税务总局苏州市税务局第一稽查局税务文书送达公告(2026年第82号),正常,Excel 与 CSV 历史数据已合并核对。
33,CASE-ef382edddd0f50f8,DOC-f80d567b9343411c,福建省,泉州市,,国家税务总局泉州市税务局,国家税务总局泉州市税务局稽查局,泉州平媛贸易有限公司,91350503597867511E,,税务处理决定书,泉税稽处〔2026〕29号,泉税稽处〔2026〕29号,,"进行了检查,违法事实及处理决定如下: 经查,2013年1月25日至2013年1月28日期间,你公司将4900万元资金贷与庄彬阳使用,你公司未就该项贷款业务申报缴纳企业所得税、营业税及附加税费。",企业所得税,,,,,"、相关人员无法联系,致使上述文书采取直接送达、邮寄送达等其他方式均无法送达,现根据《中华人民共和国税收征收管理法实施细则》第一百零六条第二项的规定,将上述文书主要内容予以公告送达,自公告之日起满30日,即视为送达。",,2026-08-04,,2026-08-04,2026-08-26,完整文书,税务机关官网,已核验,https://fujian.chinatax.gov.cn/qzsswj/xxgk/sjxxgk/qtgg_23603/202608/t20260804_643260.htm,,,"关于对泉州平媛贸易有限公司《税务处理决定书》送达的公告 _
 其他公告 _
 国家税务总局泉州市税务局",正常,Excel 与 CSV 历史数据已合并核对。
60,CASE-c1f18336fd057dd4,DOC-f26f9179a061ad82,江苏省,苏州市,,国家税务总局江苏省税务局,国家税务总局苏州市税务局稽查局,太仓市沙溪镇金伯爵首饰店,92320585MA1URKRW1J,,税务处理决定书,苏州税稽处〔2026〕76号,苏州税稽处〔2026〕76号,,,,,,,,,,2026-08-03,,2026-08-15,2026-08-26,仅公告送达/仅文号线索,税务机关官网,已核验,https://jiangsu.chinatax.gov.cn/art/2026/8/3/art_9363_1768037.html,,,国家税务总局江苏省税务局网站 通知公告 国家税务总局苏州市税务局稽查局税务文书送达公告(2026年第60号),正常,Excel 与 CSV 历史数据已合并核对。
52,CASE-d147c1781c435f96,DOC-e81e8f2788b12234,辽宁省,大连市,,国家税务总局大连市税务局第三稽查局,国家税务总局大连市税务局第三稽查局,大连仲成商贸有限公司,9121020433582938XQ,,税务处理决定书,大税三稽处〔2026〕60号,大税三稽处〔2026〕60号,,,,,,,,,,2026-08-03,,2026-08-15,2026-08-26,仅公告送达/仅文号线索,税务机关官网,已核验,http://dalian.chinatax.gov.cn/art/2026/8/3/art_1715_705960.html,,,国家税务总局大连市税务局 通知公告 国家税务总局大连市税务局第三稽查局关于税务文书送达的公告(2026年第47号),正常,Excel 与 CSV 历史数据已合并核对。
31,CASE-119dcfa5a7c6b239,DOC-1a423a3cbfed9f3f,广西壮族自治区,南宁市,,国家税务总局南宁市税务局第三稽查局,国家税务总局南宁市税务局第三稽查局,广西威曼能源科技有限公司,91450103MA5NJYGEXM,,税务处理决定书,南市税三稽处〔2026〕19号,南市税三稽处〔2026〕19号,南市税三稽罚〔2026〕10号,,,,,,,,,2026-07-30,,2026-08-02,2026-08-26,仅公告送达/仅文号线索,税务机关官网,已核验,https://guangxi.chinatax.gov.cn/nanning/xxgk/swjcgg/202607/t20260731_437586.html,https://guangxi.chinatax.gov.cn/nanning/xxgk/swjcgg/202607/P020260731398841309282.doc,,国家税务总局南宁市税务局第三稽查局 税务文书送达公告_国家税务总局南宁市税务局,附件正常,Excel 与 CSV 历史数据已合并核对。
32,CASE-119dcfa5a7c6b239,DOC-f8499a65abd851d8,广西壮族自治区,南宁市,,国家税务总局南宁市税务局第三稽查局,国家税务总局南宁市税务局第三稽查局,广西威曼能源科技有限公司,91450103MA5NJYGEXM,,税务行政处罚决定书,南市税三稽罚〔2026〕10号,南市税三稽处〔2026〕19号,南市税三稽罚〔2026〕10号,,,,,,,,,2026-07-30,,2026-08-02,2026-08-26,仅公告送达/仅文号线索,税务机关官网,已核验,https://guangxi.chinatax.gov.cn/nanning/xxgk/swjcgg/202607/t20260731_437586.html,https://guangxi.chinatax.gov.cn/nanning/xxgk/swjcgg/202607/P020260731398841342390.doc,,国家税务总局南宁市税务局第三稽查局 税务文书送达公告_国家税务总局南宁市税务局,附件正常,Excel 与 CSV 历史数据已合并核对。
38,CASE-c48b4ac9b3677385,DOC-d3324d06254a350f,广西壮族自治区,南宁市,,国家税务总局南宁市税务局第三稽查局,国家税务总局南宁市税务局第三稽查局,广西松柏建筑装饰设计有限公司,91450108MA5P1DL467,,税务处理决定书,南市税三稽处〔2026〕18号,南市税三稽处〔2026〕18号,南市税三稽罚〔2026〕9号,,,,,,,,,2026-07-30,,2026-08-04,2026-08-26,仅公告送达/仅文号线索,税务机关官网,已核验,https://guangxi.chinatax.gov.cn/nanning/xxgk/swjcgg/202607/t20260731_437584.html,https://guangxi.chinatax.gov.cn/nanning/xxgk/swjcgg/202607/P020260731398148275515.doc,,国家税务总局南宁市税务局第三稽查局 税务文书送达公告_国家税务总局南宁市税务局,附件正常,Excel 与 CSV 历史数据已合并核对。
39,CASE-c48b4ac9b3677385,DOC-c40aad0bbe60707b,广西壮族自治区,南宁市,,国家税务总局南宁市税务局第三稽查局,国家税务总局南宁市税务局第三稽查局,广西松柏建筑装饰设计有限公司,91450108MA5P1DL467,,税务行政处罚决定书,南市税三稽罚〔2026〕9号,南市税三稽处〔2026〕18号,南市税三稽罚〔2026〕9号,,,,,,,,,2026-07-30,,2026-08-04,2026-08-26,仅公告送达/仅文号线索,税务机关官网,已核验,https://guangxi.chinatax.gov.cn/nanning/xxgk/swjcgg/202607/t20260731_437584.html,https://guangxi.chinatax.gov.cn/nanning/xxgk/swjcgg/202607/P020260731398148303108.doc,,国家税务总局南宁市税务局第三稽查局 税务文书送达公告_国家税务总局南宁市税务局,附件正常,Excel 与 CSV 历史数据已合并核对。
37,CASE-f7f5d80ec431a14d,DOC-3a61d3452c421a37,福建省,福州市,,国家税务总局福州市税务局第一稽查局,国家税务总局福州市税务局第一稽查局,福州吉伦多德贸易有限公司,91350102MA33G4RD13,,税务行政处罚决定书,榕税一稽罚〔2026〕39号,,榕税一稽罚〔2026〕39号,"经我局于2022年5月20日起对你公司[地址:福建省福州市鼓楼区温泉街道东城边街39号(原东城边街东侧与温泉支路交叉处)恒宇国际2#楼5层10商务办公-1]2019年1月1日至2022年12月31日期间的涉税情况进行检查,你公司存在违法事实及处罚决定如下: 你公司假报出口骗取国家出口退税款4064566.77元。 你公司取得的已证实虚开发票、出口退税数据、报关单证资料比对结果等证据。",增值税、企业所得税、消费税,,,,,,,2026-07-30,,2026-08-04,2026-08-26,完整文书,税务机关官网,已核验,https://fujian.chinatax.gov.cn/fzsswj/xxgk/gsgg/qtl/202607/t20260730_642896.htm,,,"关于送达福州吉伦多德贸易有限公司《税务行政处罚决定书》的公告 _
 其他类 _
 国家税务总局福州市税务局",正常,Excel 与 CSV 历史数据已合并核对。
29,CASE-89fc66bfc8dad80d,DOC-6e5b966cd65a4366,广西壮族自治区,北海市,银海区,国家税务总局北海市税务局,国家税务总局北海市税务局稽查局,广西耿仁建材有限公司,,,税务处理决定书,北市税稽处〔2026〕14号,北市税稽处〔2026〕14号,,"我局于2026年2月11日至2026年7月15日对你公司(地址:北海市银海区新世纪大道15号辰宸花园3幢二单元0901号)2026年1月1日至2026年1月31日期间的涉税情况进行了检查,违法事实及处理决定如下: (2)短时间开具大量大额发票且未申报 你公司未进行纳税申报,不缴或者少缴2026年1月增值税194612.47元,2026年1月城市维护建设税13622.87元,合计208235.34元。 根据《中华人民共和国税收征收管理法》第六十三条第一款规定,对上述行为定性为偷税,向你公司追缴少缴的2026年增值税194612.47元,城市维护建设税13622.87元,合计208235.34元。 1.根据《征收教育费附加的暂行规定》(国发〔1986〕50号)第二条、第三条及《国务院关于修改〈征收教育费附加的暂行规定〉的决定(2005)》(国务院令第448号)的规定,对你公司少缴所属期2026年1月的教育费附加5838.37元,予以追缴。 2.根据《广西壮族自治区人民政府关于印发广西壮族自治区地方教育附加征收使用管理办法的通知》(桂政发〔2004〕1号)第五条第(一)项和《关于调整我区地方教育附加征收标准有关问题的通知》(桂财综〔2011〕13号)第一条、第三条的规定,对你公司少缴所属期2026年1月地方教育附加3892.25元,予以追缴。 根据《中华人民共和国税收征收管理法》第三十二条之规定,对你公司少缴的税款从税款滞纳之日起至实际缴纳税款之日止按日加收滞纳税款万分之五的滞纳金,滞纳金由金三系统自动计算加收。 (四)你公司无法联系且实地核查无实际生产地址、无生产能力、查无下落,短期开票金额大,无法核实资金流,未进行纳税申报,根据《国家税务总局关于走逃(失联)企业开具增值税专用发票认定处理有关问题的公告》(国家税务总局公告2016年第76号),将你公司按走逃(失联)处理,根据《中华人民共和国发票管理办法》(国函〔1993〕174号)第二十一条第(一)项,你公司无生产能力,却为他人开具与实际经营业务情况不符的发票,属于虚开发票的行为。",增值税、城市维护建设税、教育费附加、地方教育附加,208235.34,,,,,,2026-07-29,,2026-07-30,2026-08-26,完整文书,税务机关官网,已核验,https://guangxi.chinatax.gov.cn/beihai/tzgg_15227/tzgg_15228/202607/t20260729_437253.html,,,【市稽查】国家税务总局北海市税务局稽查局税务处理决定书(北市税稽处〔2026〕14号)_国家税务总局北海市税务局,正常,Excel 与 CSV 历史数据已合并核对。
30,CASE-eb9cfd5295d501e5,DOC-4a8cf53b445afc63,广西壮族自治区,北海市,海城区,国家税务总局北海市税务局,国家税务总局北海市税务局稽查局,广西轩易科技有限公司,91450500MAK3N9UJ2T,,税务处理决定书,北市税稽处〔2026〕6号,北市税稽处〔2026〕6号,,"我局于2026年1月23日起对你公司(地址:北海市海城区北部湾东路“金宝小区”B幢B804号20北海汇算账商务秘书有限公司托管)2025年12月11日至2025年12月31日期间的涉税情况进行了检查,发现你公司存在税收违法行为,原《税务处理决定书》(北市税稽处〔2026〕6号)认定的违法事实有误,经重新调查核实,违法事实及处理决定如下: 经查询,你公司2026年1月20日通过网络方式零申报所属期2025年10月1日-2025年12月31日的增值税、城市维护建设税及附加,入库税款0元,申报金额与实际不符,存在虚假申报的情况。 你公司2025年12月虚开增值税普通电子发票10份,金额571550.49元,税额5715.51元,根据《中华人民共和国增值税暂行条例》第一条、第十一条、第十二条,《财政部税务总局关于增值税小规模纳税人减免增值税政策的公告》(财政部税务总局公告2023年第19号)第二条的规定,应缴所属期2025年12月增值税571550.49*1%=5715.51元,已缴增值税0元,应补缴2025年12月增值税5715.51元。 (一)根据《中华人民共和国发票管理办法》(财政部令第6号发布,经国务院令第587号、第709号、第764号修订)第二十一条第二款第(一)项的规定,认定你公司为他人开具与实际经营业务情况不符的前述13份增值税普通电子发票为虚开发票(金额合计571550.49元,税额合计5715.51元,价税合计577266.00元)。 根据《中华人民共和国税收征收管理法》第三十二条、第六十三条第一款、《国家税务总局关于纳税人虚开增值税专用发票征补税款问题的公告》(国家税务总局公告2012年第33号)的规定,已构成偷税,向你公司追缴少缴的税款合计5915.56元,并从滞纳税款之日起至实际缴纳之日止按日加收万分之五的滞纳金。",增值税、城市维护建设税、教育费附加、地方教育附加,6058.46,,,,"你公司2025年12月虚开增值税普通电子发票10份,金额571550.49元,税额5715.51元,根据《中华人民共和国增值税暂行条例》第一条、第十一条、第十二条,《财政部税务总局关于增值税小规模纳税人减免增值税政策的公告》(财政部税务总局公告2023年第19号)第二条的规定,应缴所属期2025年12月增值税571550.49*1%=5715.51元,已缴增值税0元,应补缴2025年12月增值税5715.51元。 你公司所属期2025年12月应补缴增值税5715.51元。 根据《中华人民共和国城市维护建设税法》(中华人民共和国主席令第五十一号)第一条、第二条、第四条,《财政部税务总局关于进一步支持小微企业和个体工商户发展有关税费政策的公告》(财政部税务总局公告2023年第12号)第二条的规定,你公司所属期2025年12月应补缴纳城市维护建设税5715.51×7%×50%=200.05元。 你公司所属期2025年12月应补缴增值税5715.51元。 根据《征收教育费附加的暂行规定》(国发〔1986〕50号)第二条、第三条及《国务院关于修改〈征收教育费附加的暂行规定〉的决定(2005)》(国务院令第448号)、《财政部税务总局关于进一步支持小微企业和个体工商户发展有关税费政策的公告》(财政部税务总局公告2023年第12号)第二条的规定,你公司所属期2025年12月应补缴纳城市维护建设税5715.51×3%×50%=85.74元。 你公司所属期2025年12月应补缴增值税5715.51元。 根据《广西壮族自治区人民政府关于印发广西壮族自治区地方教育附加征收使用管理办法的通知》(桂政发〔2004〕1号)第五条第(一)项和《关于调整我区地方教育附加征收标准有关问题的通知》(桂财综〔2011〕13号)第一条、第三条,《财政部税务总局关于进一步支持小微企业和个体工商户发展有关税费政策的公告》(财政部税务总局公告2023年第12号)第二条的规定,你公司所属期2025年12月应补缴纳地方教育附加5715.51×2%×50%=57.16元。",,2026-07-29,,2026-07-31,2026-08-26,完整文书,税务机关官网,已核验,https://guangxi.chinatax.gov.cn/beihai/tzgg_15227/tzgg_15228/202607/t20260729_437257.html,,,【市稽查】国家税务总局北海市税务局稽查局税务处理决定书(北市税稽处〔2026〕13号)_国家税务总局北海市税务局,正常,"字段“决定书文号”存在冲突:保留原值“北市税稽处〔2026〕6号”,新值“北市税稽处〔2026〕13号”未静默覆盖。 Excel 与 CSV 历史数据已合并核对。"
35,CASE-6e854d911c44fb48,DOC-4bf991cc37f1a595,广西壮族自治区,南宁市,,国家税务总局南宁市税务局第四稽查局,国家税务总局南宁市税务局第四稽查局,南宁敏顺睿商务服务有限公司,91450128MAA79KD08F,,税务处理决定书,南市税四稽处〔2025〕4号,南市税四稽处〔2025〕4号,南市税四稽罚〔2026〕4号,,,,,,,,,2026-07-28,,2026-08-04,2026-08-26,仅公告送达/仅文号线索,税务机关官网,待核验,https://guangxi.chinatax.gov.cn/nanning/xxgk/swjcgg/202607/t20260728_437135.html,https://guangxi.chinatax.gov.cn/nanning/xxgk/swjcgg/202604/P020260429618662170759.doc,,国家税务总局南宁市税务局第四稽查局公告更正告知书(南宁敏顺睿商务服务有限公司)_国家税务总局南宁市税务局,内容不匹配,"页面标题与正文/附件文书类型不一致,需人工复核。 Excel 与 CSV 历史数据已合并核对。 字段“官方发布日期”存在冲突:保留原值“2026-07-28”,新值“2026-04-29”未静默覆盖。 字段“官方原文链接”存在冲突:保留原值“https://guangxi.chinatax.gov.cn/nanning/xxgk/swjcgg/202607/t20260728_437135.html”,新值“https://guangxi.chinatax.gov.cn/nanning/xxgk/swjcgg/202604/t20260429_432665.html”未静默覆盖。 字段“页面标题”存在冲突:保留原值“国家税务总局南宁市税务局第四稽查局公告更正告知书(南宁敏顺睿商务服务有限公司)_国家税务总局南宁市税务局”,新值“国家税务总局南宁市税务局第四稽查局 税务文书送达公告(南宁敏顺睿商务服务有限公司)_国家税务总局南宁市税务局”未静默覆盖。"
36,CASE-6e854d911c44fb48,DOC-9057f0b6746c97de,广西壮族自治区,南宁市,,国家税务总局南宁市税务局第四稽查局,国家税务总局南宁市税务局第四稽查局,南宁敏顺睿商务服务有限公司,91450128MAA79KD08F,,税务行政处罚决定书,南市税四稽罚〔2026〕4号,南市税四稽处〔2025〕4号,南市税四稽罚〔2026〕4号,,,,,,,,,2026-07-28,,2026-08-04,2026-08-26,仅公告送达/仅文号线索,税务机关官网,待核验,https://guangxi.chinatax.gov.cn/nanning/xxgk/swjcgg/202607/t20260728_437135.html,,,国家税务总局南宁市税务局第四稽查局公告更正告知书(南宁敏顺睿商务服务有限公司)_国家税务总局南宁市税务局,内容不匹配,"页面标题与正文/附件文书类型不一致,需人工复核。 Excel 与 CSV 历史数据已合并核对。"
34,CASE-97651030667b6c98,DOC-f9817c8cadf0fc74,福建省,福州市,仓山区,国家税务总局福州市税务局第一稽查局,国家税务总局福州市税务局第一稽查局,福州盛广弘贸易有限公司,91350104MA34D5PT77,,税务处理决定书,榕税一稽处〔2025〕233号,榕税一稽处〔2025〕233号,,"我局于2023年12月25日起对你公司(地址:福建省福州市仓山区信平路6号二层41室)2022年1月1日至2023年11月30日期间的涉税情况进行检查,违法事实及处理决定如下: (二)你公司于2022年至2023年取得新余伟宏服装有限公司已证实虚开的254份正常状态增值税专用发票(金额合计24261915.72元,税额合计3154049.38元,价税合计27415965.10元)用于出口退税,通过假报出口或者其他欺骗手段骗取国家出口退税款3154049.14元。 (三)你公司于2022年至2023年取得宜春润悟服饰有限公司已证实虚开的220份正常状态增值税专用发票(金额合计20853824.88元,税额合计2710997.42元,价税合计23564822.30元),上述发票你公司均用于申报出口退税,取得已退税额2710997.41元。 (一)根据《中华人民共和国税收征收管理法》第六十六条规定,认定你公司取得新余伟宏服装有限公司已证实虚开的增值税专用发票254份(金额合计24261915.72元,税额合计3154049.38元,价税合计27415965.10元,取得退税款3154049.14元)并用于出口退税的属于骗取国家出口退税。 追缴你公司骗取的出口退税款3154049.14元,具体明细如下(单位:元): (二)根据《财政部 国家税务总局关于出口货物劳务增值税和消费税政策的通知》(财税〔2012〕39号)第七条第(一)项第5目、第九条第(二)项第5目、《国家税务总局关于<出口货物劳务增值税和消费税管理办法>有关问题的公告》(国家税务总局公告2013年第12号)第五条第(九)项第1目规定,你公司取得宜春润悟服饰有限公司已证实虚开的220份增值税专用发票(金额合计20853824.88元,税额合计2710997.42元,价税合计23564822.30元),申报出口退税并取得退税款2710997.41元,适用增值税征税政策,追缴已退税款2710997.41元,具体明细如下(单位:元):",增值税、企业所得税、消费税、城市维护建设税、教育费附加、地方教育附加,2710997.41,,,,"根据《中华人民共和国城市维护建设税法》第一条、第二条、第四条、第五条、《征收教育费附加的暂行规定》第二条、第三条、《福建省人民政府关于调整地方教育附加征收标准有关问题的通知》(闽政文〔2011〕230号)第一条、第二条、《财政部 税务总局关于进一步实施小微企业“六税两费”减免政策的公告》(财政部 税务总局公告2022年第10号)第一条规定,你公司应补缴相应属期城市维护建设税合计83631.38元、教育费附加合计35842.03元、地方教育附加合计23894.68元,具体明细如下(单位:元):",,2026-07-28,,2026-08-04,2026-08-26,完整文书,税务机关官网,已核验,https://fujian.chinatax.gov.cn/fzsswj/xxgk/gsgg/qtl/202607/t20260728_642705.htm,,,"关于送达福州盛广弘贸易有限公司《税务处理决定书》的公告 _
 其他类 _
 国家税务总局福州市税务局",正常,Excel 与 CSV 历史数据已合并核对。
16,CASE-3e050a699b29b0d0,DOC-96a3089a0e2b37cd,河南省,平顶山市,,国家税务总局平顶山市税务局第一稽查局,国家税务总局平顶山市税务局第一稽查局,汝州泰隆实业有限公司,91410482MA40K4KA3B,,税务处理决定书,平税稽一局处〔2026〕1号,平税稽一局处〔2026〕1号,,,,,,,,,,2026-07-24,,2026-07-26,2026-08-26,仅公告送达/仅文号线索,税务机关官网,已核验,https://henan.chinatax.gov.cn/pingdingshan/2026/07-24/140004.html,,,国家税务总局平顶山市税务局第一稽查局关于送达汝州泰隆实业有限公司《税务处理决定书》的公告 - 国家税务总局平顶山市税务局,正常,Excel 与 CSV 历史数据已合并核对。
41,CASE-1a685b98e7b293c8,DOC-9b5fab8065382bd9,辽宁省,铁岭市,,国家税务总局铁岭市税务局第一稽查局,国家税务总局铁岭市税务局第一稽查局,辽宁恒慧专用车箱有限公司,91211200683741982W,,税务处理决定书,铁税一稽处〔2026〕35号,铁税一稽处〔2026〕35号,铁税一稽罚〔2026〕17号,"位检查属期内违法行为均定性偷税, 需要对原处理决定中的查补 情况进行了检查,违法事实及处理决定如下: 月至2011年8月和2016年6月未申报城镇土地使用税,2011 定, 你单位存在少缴属期2010年1月至2022年6月城镇土地使 用税5,710,765.50元的违法事实。 签订了 TLTN200907《国有建设用地使用权出让合同》 , 未申报缴 之规定, 你单位存在少缴2009年11月26日印花税6,374.80元 该地块未缴纳契税,你单位存在少缴契税509,984.64元的违法 用于证明你单位采用虚假纳税申报或未申报方式申报2010年1 你单位未申报2010年1月1日至2022年6月30日印花税。 月属期申报数据,用于证明你单位未申报缴纳印花税。 单位未申报2010年1月1日至2022年6月30日契税。 6月申报数据,用于证明你单位未申报缴纳契税。",增值税、城市维护建设税、房产税、城镇土地使用税、印花税、资源税、契税、教育费附加、地方教育附加,44269.5,,,,"日”之规定,你单位每月应补缴城镇土地使用税44,269.50元 征收城镇土地使用税, 自2010年1月至2022年6月应补缴城镇 所载金额的万分之五,你单位应补缴2009年11月26日印花税",2026-06-10,2026-07-22,,2026-08-06,2026-08-26,完整文书,税务机关官网,已核验,https://liaoning.chinatax.gov.cn/art/2026/7/22/art_701_171641.html,https://liaoning.chinatax.gov.cn/module/download/downfile.jsp?classid=0&filename=cc3cf64397154af09aff7fc100df4ade.pdf&showname+=undefined,,国家税务总局辽宁省税务局 通知公告 国家税务总局铁岭市税务局税务文书送达公告,附件正常,"字段“决定书文号”存在冲突:保留原值“铁税一稽处〔2026〕35号”,新值“铁税一稽处〔2024〕9号”未静默覆盖。 字段“关联处理决定书文号”存在冲突:保留原值“铁税一稽处〔2026〕35号”,新值“铁税一稽处〔2024〕9号”未静默覆盖。 字段“关联处罚决定书文号”存在冲突:保留原值“铁税一稽罚〔2026〕17号”,新值“铁税一稽罚〔2024〕8号”未静默覆盖。 Excel 与 CSV 历史数据已合并核对。 字段“主要违法事实”已根据官方附件重新解析。 字段“处理或处罚结果”已根据官方附件重新解析。"
